From,To,Sala A5-A7: Fill Level
6/28/2021 07:40,6/28/2021 07:50,45
6/28/2021 07:50,6/28/2021 08:00,67
6/28/2021 08:00,6/28/2021 08:10,90
6/28/2021 08:10,6/28/2021 08:20,102
6/28/2021 08:20,6/28/2021 08:30,68
6/28/2021 08:30,6/28/2021 08:40,23
6/28/2021 08:40,6/28/2021 08:50,20
6/28/2021 08:50,6/28/2021 09:00,22
6/28/2021 09:00,6/28/2021 09:10,27
6/28/2021 09:10,6/28/2021 09:20,33
6/28/2021 09:20,6/28/2021 09:30,36
6/28/2021 09:30,6/28/2021 09:40,48
6/28/2021 09:40,6/28/2021 09:50,58
6/28/2021 09:50,6/28/2021 10:00,61
6/28/2021 10:00,6/28/2021 10:10,77
6/28/2021 10:10,6/28/2021 10:20,57
6/28/2021 10:20,6/28/2021 10:30,25
6/28/2021 10:30,6/28/2021 10:40,17
6/28/2021 10:40,6/28/2021 10:50,20
6/28/2021 10:50,6/28/2021 11:00,18
6/28/2021 11:00,6/28/2021 11:10,18
6/28/2021 11:10,6/28/2021 11:20,18
6/28/2021 11:20,6/28/2021 11:30,17
6/28/2021 11:30,6/28/2021 11:40,17
6/28/2021 11:40,6/28/2021 11:50,19
6/28/2021 11:50,6/28/2021 12:00,18
6/28/2021 12:00,6/28/2021 12:10,17
6/28/2021 12:10,6/28/2021 12:20,17
6/28/2021 12:20,6/28/2021 12:30,17
6/28/2021 12:30,6/28/2021 12:40,17
6/28/2021 12:40,6/28/2021 12:50,17
6/28/2021 12:50,6/28/2021 13:00,20
6/28/2021 13:00,6/28/2021 13:10,21
6/28/2021 13:10,6/28/2021 13:20,23
6/28/2021 13:20,6/28/2021 13:30,25
6/28/2021 13:30,6/28/2021 13:40,24
6/28/2021 13:40,6/28/2021 13:50,24
6/28/2021 13:50,6/28/2021 14:00,25
6/28/2021 14:00,6/28/2021 14:10,25
6/28/2021 14:10,6/28/2021 14:20,30
6/28/2021 14:20,6/28/2021 14:30,41
6/28/2021 14:30,6/28/2021 14:40,99
6/28/2021 14:40,6/28/2021 14:50,120
6/28/2021 14:50,6/28/2021 15:00,122
6/28/2021 15:00,6/28/2021 15:10,135
6/28/2021 15:10,6/28/2021 15:20,142
6/28/2021 15:20,6/28/2021 15:30,110
6/28/2021 15:30,6/28/2021 15:40,13
6/28/2021 15:40,6/28/2021 15:50,11
6/28/2021 15:50,6/28/2021 16:00,8
6/28/2021 16:00,6/28/2021 16:10,7
6/28/2021 16:10,6/28/2021 16:20,5
6/28/2021 16:20,6/28/2021 16:30,5
6/28/2021 16:30,6/28/2021 16:40,5
6/28/2021 16:40,6/28/2021 16:50,4
6/28/2021 16:50,6/28/2021 17:00,4
6/28/2021 17:00,6/28/2021 17:10,4
6/28/2021 17:10,6/28/2021 17:20,6
6/28/2021 17:20,6/28/2021 17:30,4
6/28/2021 17:30,6/28/2021 17:40,4
6/28/2021 17:40,6/28/2021 17:50,4
6/28/2021 17:50,6/28/2021 18:00,5
6/28/2021 18:00,6/28/2021 18:10,5
6/28/2021 18:10,6/28/2021 18:20,6
6/28/2021 18:20,6/28/2021 18:30,7
6/28/2021 18:30,6/28/2021 18:40,7
6/28/2021 18:40,6/28/2021 18:50,7
6/28/2021 18:50,6/28/2021 19:00,6
6/28/2021 19:00,6/28/2021 19:10,6
6/28/2021 19:10,6/28/2021 19:20,6
6/28/2021 19:20,6/28/2021 19:30,6
6/28/2021 19:30,6/28/2021 19:40,6
6/28/2021 19:40,6/28/2021 19:50,8
6/28/2021 19:50,6/28/2021 20:00,7
6/28/2021 20:00,6/28/2021 20:10,5
6/28/2021 20:10,6/28/2021 20:20,8
6/28/2021 20:20,6/28/2021 20:30,8
6/28/2021 20:30,6/28/2021 20:40,6
6/28/2021 20:40,6/28/2021 20:50,7
6/28/2021 20:50,6/28/2021 21:00,7
6/28/2021 21:00,6/28/2021 21:10,7
6/28/2021 21:10,6/28/2021 21:20,12
6/28/2021 21:20,6/28/2021 21:30,21
6/28/2021 21:30,6/28/2021 21:40,33
6/28/2021 21:40,6/28/2021 21:50,42
6/28/2021 21:50,6/28/2021 22:00,40
6/28/2021 22:00,6/28/2021 22:10,35
6/28/2021 22:10,6/28/2021 22:20,44
6/28/2021 22:20,6/28/2021 22:30,63
6/28/2021 22:30,6/28/2021 22:40,63
6/28/2021 22:40,6/28/2021 22:50,68
6/28/2021 22:50,6/28/2021 23:00,74
6/28/2021 23:00,6/28/2021 23:10,84
6/28/2021 23:10,6/28/2021 23:20,90
6/28/2021 23:20,6/28/2021 23:30,100
6/28/2021 23:30,6/28/2021 23:40,111
6/28/2021 23:40,6/28/2021 23:50,127
6/28/2021 23:50,6/29/2021 00:00,63
6/29/2021 00:00,6/29/2021 00:10,14
6/29/2021 00:10,6/29/2021 00:20,5
6/29/2021 00:20,6/29/2021 00:30,0
6/29/2021 00:30,6/29/2021 00:40,4
6/29/2021 00:40,6/29/2021 00:50,1
6/29/2021 00:50,6/29/2021 01:00,2
6/29/2021 01:00,6/29/2021 01:10,2
6/29/2021 01:10,6/29/2021 01:20,0
6/29/2021 01:20,6/29/2021 01:30,0
6/29/2021 01:30,6/29/2021 01:40,0
6/29/2021 01:40,6/29/2021 01:50,1
6/29/2021 01:50,6/29/2021 02:00,1
6/29/2021 02:00,6/29/2021 02:10,0
6/29/2021 02:10,6/29/2021 02:20,0
6/29/2021 02:20,6/29/2021 02:30,2
6/29/2021 02:30,6/29/2021 02:40,0
6/29/2021 02:40,6/29/2021 02:50,0
6/29/2021 02:50,6/29/2021 03:00,1
6/29/2021 03:00,6/29/2021 03:10,1
6/29/2021 03:10,6/29/2021 03:20,1
6/29/2021 03:20,6/29/2021 03:30,1
6/29/2021 03:30,6/29/2021 03:40,1
6/29/2021 03:40,6/29/2021 03:50,1
6/29/2021 03:50,6/29/2021 04:00,2
6/29/2021 04:00,6/29/2021 04:10,0
6/29/2021 04:10,6/29/2021 04:20,0
6/29/2021 04:20,6/29/2021 04:30,3
6/29/2021 04:30,6/29/2021 04:40,3
6/29/2021 04:40,6/29/2021 04:50,2
6/29/2021 04:50,6/29/2021 05:00,2
6/29/2021 05:00,6/29/2021 05:10,4
6/29/2021 05:10,6/29/2021 05:20,6
6/29/2021 05:20,6/29/2021 05:30,11
6/29/2021 05:30,6/29/2021 05:40,12
6/29/2021 05:40,6/29/2021 05:50,15
6/29/2021 05:50,6/29/2021 06:00,31
6/29/2021 06:00,6/29/2021 06:10,46
6/29/2021 06:10,6/29/2021 06:20,62
6/29/2021 06:20,6/29/2021 06:30,80
6/29/2021 06:30,6/29/2021 06:40,52
6/29/2021 06:40,6/29/2021 06:50,14
6/29/2021 06:50,6/29/2021 07:00,20
6/29/2021 07:00,6/29/2021 07:10,18
6/29/2021 07:10,6/29/2021 07:20,10
6/29/2021 07:20,6/29/2021 07:30,9
6/29/2021 07:30,6/29/2021 07:40,7
6/29/2021 07:40,6/29/2021 07:50,8
6/29/2021 07:50,6/29/2021 08:00,4
6/29/2021 08:00,6/29/2021 08:10,2
6/29/2021 08:10,6/29/2021 08:20,3
6/29/2021 08:20,6/29/2021 08:30,4
6/29/2021 08:30,6/29/2021 08:40,4
6/29/2021 08:40,6/29/2021 08:50,4
6/29/2021 08:50,6/29/2021 09:00,3
6/29/2021 09:00,6/29/2021 09:10,1
6/29/2021 09:10,6/29/2021 09:20,2
6/29/2021 09:20,6/29/2021 09:30,6
6/29/2021 09:30,6/29/2021 09:40,5
6/29/2021 09:40,6/29/2021 09:50,4
6/29/2021 09:50,6/29/2021 10:00,1
6/29/2021 10:00,6/29/2021 10:10,1
6/29/2021 10:10,6/29/2021 10:20,1
6/29/2021 10:20,6/29/2021 10:30,1
6/29/2021 10:30,6/29/2021 10:40,1
6/29/2021 10:40,6/29/2021 10:50,1
6/29/2021 10:50,6/29/2021 11:00,1
6/29/2021 11:00,6/29/2021 11:10,3
6/29/2021 11:10,6/29/2021 11:20,6
6/29/2021 11:20,6/29/2021 11:30,6
6/29/2021 11:30,6/29/2021 11:40,13
6/29/2021 11:40,6/29/2021 11:50,19
6/29/2021 11:50,6/29/2021 12:00,19
6/29/2021 12:00,6/29/2021 12:10,21
6/29/2021 12:10,6/29/2021 12:20,30
6/29/2021 12:20,6/29/2021 12:30,37
6/29/2021 12:30,6/29/2021 12:40,45
6/29/2021 12:40,6/29/2021 12:50,58
6/29/2021 12:50,6/29/2021 13:00,70
6/29/2021 13:00,6/29/2021 13:10,89
6/29/2021 13:10,6/29/2021 13:20,105
6/29/2021 13:20,6/29/2021 13:30,119
6/29/2021 13:30,6/29/2021 13:40,109
6/29/2021 13:40,6/29/2021 13:50,35
6/29/2021 13:50,6/29/2021 14:00,17
6/29/2021 14:00,6/29/2021 14:10,8
6/29/2021 14:10,6/29/2021 14:20,4
6/29/2021 14:20,6/29/2021 14:30,3
6/29/2021 14:30,6/29/2021 14:40,2
6/29/2021 14:40,6/29/2021 14:50,4
6/29/2021 14:50,6/29/2021 15:00,5
6/29/2021 15:00,6/29/2021 15:10,4
6/29/2021 15:10,6/29/2021 15:20,4
6/29/2021 15:20,6/29/2021 15:30,4
6/29/2021 15:30,6/29/2021 15:40,4
6/29/2021 15:40,6/29/2021 15:50,4
6/29/2021 15:50,6/29/2021 16:00,3
6/29/2021 16:00,6/29/2021 16:10,3
6/29/2021 16:10,6/29/2021 16:20,4
6/29/2021 16:20,6/29/2021 16:30,5
6/29/2021 16:30,6/29/2021 16:40,4
6/29/2021 16:40,6/29/2021 16:50,3
6/29/2021 16:50,6/29/2021 17:00,3
6/29/2021 17:00,6/29/2021 17:10,3
6/29/2021 17:10,6/29/2021 17:20,3
6/29/2021 17:20,6/29/2021 17:30,3
6/29/2021 17:30,6/29/2021 17:40,3
6/29/2021 17:40,6/29/2021 17:50,3
6/29/2021 17:50,6/29/2021 18:00,3
6/29/2021 18:00,6/29/2021 18:10,3
6/29/2021 18:10,6/29/2021 18:20,3
6/29/2021 18:20,6/29/2021 18:30,3
6/29/2021 18:30,6/29/2021 18:40,3
6/29/2021 18:40,6/29/2021 18:50,3
6/29/2021 18:50,6/29/2021 19:00,5
6/29/2021 19:00,6/29/2021 19:10,2
6/29/2021 19:10,6/29/2021 19:20,2
6/29/2021 19:20,6/29/2021 19:30,2
6/29/2021 19:30,6/29/2021 19:40,2
6/29/2021 19:40,6/29/2021 19:50,2
6/29/2021 19:50,6/29/2021 20:00,2
6/29/2021 20:00,6/29/2021 20:10,2
6/29/2021 20:10,6/29/2021 20:20,3
6/29/2021 20:20,6/29/2021 20:30,2
6/29/2021 20:30,6/29/2021 20:40,2
6/29/2021 20:40,6/29/2021 20:50,2
6/29/2021 20:50,6/29/2021 21:00,6
6/29/2021 21:00,6/29/2021 21:10,7
6/29/2021 21:10,6/29/2021 21:20,8
6/29/2021 21:20,6/29/2021 21:30,8
6/29/2021 21:30,6/29/2021 21:40,12
6/29/2021 21:40,6/29/2021 21:50,12
6/29/2021 21:50,6/29/2021 22:00,17
6/29/2021 22:00,6/29/2021 22:10,21
6/29/2021 22:10,6/29/2021 22:20,22
6/29/2021 22:20,6/29/2021 22:30,24
6/29/2021 22:30,6/29/2021 22:40,28
6/29/2021 22:40,6/29/2021 22:50,28
6/29/2021 22:50,6/29/2021 23:00,33
6/29/2021 23:00,6/29/2021 23:10,44
6/29/2021 23:10,6/29/2021 23:20,58
6/29/2021 23:20,6/29/2021 23:30,64
6/29/2021 23:30,6/29/2021 23:40,77
6/29/2021 23:40,6/29/2021 23:50,81
6/29/2021 23:50,6/30/2021 00:00,86
6/30/2021 00:00,6/30/2021 00:10,89
6/30/2021 00:10,6/30/2021 00:20,101
6/30/2021 00:20,6/30/2021 00:30,109
6/30/2021 00:30,6/30/2021 00:40,110
6/30/2021 00:40,6/30/2021 00:50,117
6/30/2021 00:50,6/30/2021 01:00,123
6/30/2021 01:00,6/30/2021 01:10,77
6/30/2021 01:10,6/30/2021 01:20,13
6/30/2021 01:20,6/30/2021 01:30,2
6/30/2021 01:30,6/30/2021 01:40,0
6/30/2021 01:40,6/30/2021 01:50,0
6/30/2021 01:50,6/30/2021 02:00,2
6/30/2021 02:00,6/30/2021 02:10,4
6/30/2021 02:10,6/30/2021 02:20,11
6/30/2021 02:20,6/30/2021 02:30,18
6/30/2021 02:30,6/30/2021 02:40,20
6/30/2021 02:40,6/30/2021 02:50,24
6/30/2021 02:50,6/30/2021 03:00,30
6/30/2021 03:00,6/30/2021 03:10,36
6/30/2021 03:10,6/30/2021 03:20,39
6/30/2021 03:20,6/30/2021 03:30,51
6/30/2021 03:30,6/30/2021 03:40,71
6/30/2021 03:40,6/30/2021 03:50,92
6/30/2021 03:50,6/30/2021 04:00,113
6/30/2021 04:00,6/30/2021 04:10,0
6/30/2021 04:10,6/30/2021 04:20,0
6/30/2021 04:20,6/30/2021 04:30,1
6/30/2021 04:30,6/30/2021 04:40,2
6/30/2021 04:40,6/30/2021 04:50,0
6/30/2021 04:50,6/30/2021 05:00,0
6/30/2021 05:00,6/30/2021 05:10,4
6/30/2021 05:10,6/30/2021 05:20,5
6/30/2021 05:20,6/30/2021 05:30,8
6/30/2021 05:30,6/30/2021 05:40,14
6/30/2021 05:40,6/30/2021 05:50,20
6/30/2021 05:50,6/30/2021 06:00,36
6/30/2021 06:00,6/30/2021 06:10,28
6/30/2021 06:10,6/30/2021 06:20,14
6/30/2021 06:20,6/30/2021 06:30,8
6/30/2021 06:30,6/30/2021 06:40,8
6/30/2021 06:40,6/30/2021 06:50,34
6/30/2021 06:50,6/30/2021 07:00,32
6/30/2021 07:00,6/30/2021 07:10,28
6/30/2021 07:10,6/30/2021 07:20,27
6/30/2021 07:20,6/30/2021 07:30,25
6/30/2021 07:30,6/30/2021 07:40,26
6/30/2021 07:40,6/30/2021 07:50,19
6/30/2021 07:50,6/30/2021 08:00,4
6/30/2021 08:00,6/30/2021 08:10,0
6/30/2021 08:10,6/30/2021 08:20,0
6/30/2021 08:20,6/30/2021 08:30,2
6/30/2021 08:30,6/30/2021 08:40,1
6/30/2021 08:40,6/30/2021 08:50,1
6/30/2021 08:50,6/30/2021 09:00,5
6/30/2021 09:00,6/30/2021 09:10,5
6/30/2021 09:10,6/30/2021 09:20,6
6/30/2021 09:20,6/30/2021 09:30,16
6/30/2021 09:30,6/30/2021 09:40,25
6/30/2021 09:40,6/30/2021 09:50,43
6/30/2021 09:50,6/30/2021 10:00,67
6/30/2021 10:00,6/30/2021 10:10,83
6/30/2021 10:10,6/30/2021 10:20,66
6/30/2021 10:20,6/30/2021 10:30,17
6/30/2021 10:30,6/30/2021 10:40,6
6/30/2021 10:40,6/30/2021 10:50,7
6/30/2021 10:50,6/30/2021 11:00,7
6/30/2021 11:00,6/30/2021 11:10,15
6/30/2021 11:10,6/30/2021 11:20,17
6/30/2021 11:20,6/30/2021 11:30,20
6/30/2021 11:30,6/30/2021 11:40,21
6/30/2021 11:40,6/30/2021 11:50,24
6/30/2021 11:50,6/30/2021 12:00,29
6/30/2021 12:00,6/30/2021 12:10,33
6/30/2021 12:10,6/30/2021 12:20,32
6/30/2021 12:20,6/30/2021 12:30,40
6/30/2021 12:30,6/30/2021 12:40,45
6/30/2021 12:40,6/30/2021 12:50,52
6/30/2021 12:50,6/30/2021 13:00,66
6/30/2021 13:00,6/30/2021 13:10,86
6/30/2021 13:10,6/30/2021 13:20,113
6/30/2021 13:20,6/30/2021 13:30,144
6/30/2021 13:30,6/30/2021 13:40,161
6/30/2021 13:40,6/30/2021 13:50,96
6/30/2021 13:50,6/30/2021 14:00,25
6/30/2021 14:00,6/30/2021 14:10,12
6/30/2021 14:10,6/30/2021 14:20,4
6/30/2021 14:20,6/30/2021 14:30,2
6/30/2021 14:30,6/30/2021 14:40,3
6/30/2021 14:40,6/30/2021 14:50,2
6/30/2021 14:50,6/30/2021 15:00,1
6/30/2021 15:00,6/30/2021 15:10,3
6/30/2021 15:10,6/30/2021 15:20,11
6/30/2021 15:20,6/30/2021 15:30,20
6/30/2021 15:30,6/30/2021 15:40,31
6/30/2021 15:40,6/30/2021 15:50,43
6/30/2021 15:50,6/30/2021 16:00,63
6/30/2021 16:00,6/30/2021 16:10,63
6/30/2021 16:10,6/30/2021 16:20,34
6/30/2021 16:20,6/30/2021 16:30,12
6/30/2021 16:30,6/30/2021 16:40,11
6/30/2021 16:40,6/30/2021 16:50,12
6/30/2021 16:50,6/30/2021 17:00,7
6/30/2021 17:00,6/30/2021 17:10,9
6/30/2021 17:10,6/30/2021 17:20,11
6/30/2021 17:20,6/30/2021 17:30,13
6/30/2021 17:30,6/30/2021 17:40,12
6/30/2021 17:40,6/30/2021 17:50,12
6/30/2021 17:50,6/30/2021 18:00,13
6/30/2021 18:00,6/30/2021 18:10,17
6/30/2021 18:10,6/30/2021 18:20,17
6/30/2021 18:20,6/30/2021 18:30,32
6/30/2021 18:30,6/30/2021 18:40,39
6/30/2021 18:40,6/30/2021 18:50,48
6/30/2021 18:50,6/30/2021 19:00,59
6/30/2021 19:00,6/30/2021 19:10,62
6/30/2021 19:10,6/30/2021 19:20,27
6/30/2021 19:20,6/30/2021 19:30,13
6/30/2021 19:30,6/30/2021 19:40,12
6/30/2021 19:40,6/30/2021 19:50,9
6/30/2021 19:50,6/30/2021 20:00,9
6/30/2021 20:00,6/30/2021 20:10,11
6/30/2021 20:10,6/30/2021 20:20,9
6/30/2021 20:20,6/30/2021 20:30,11
6/30/2021 20:30,6/30/2021 20:40,10
6/30/2021 20:40,6/30/2021 20:50,15
6/30/2021 20:50,6/30/2021 21:00,19
6/30/2021 21:00,6/30/2021 21:10,15
6/30/2021 21:10,6/30/2021 21:20,14
6/30/2021 21:20,6/30/2021 21:30,24
6/30/2021 21:30,6/30/2021 21:40,34
6/30/2021 21:40,6/30/2021 21:50,34
6/30/2021 21:50,6/30/2021 22:00,37
6/30/2021 22:00,6/30/2021 22:10,45
6/30/2021 22:10,6/30/2021 22:20,57
6/30/2021 22:20,6/30/2021 22:30,73
6/30/2021 22:30,6/30/2021 22:40,81
6/30/2021 22:40,6/30/2021 22:50,87
6/30/2021 22:50,6/30/2021 23:00,96
6/30/2021 23:00,6/30/2021 23:10,102
6/30/2021 23:10,6/30/2021 23:20,98
6/30/2021 23:20,6/30/2021 23:30,107
6/30/2021 23:30,6/30/2021 23:40,112
6/30/2021 23:40,6/30/2021 23:50,117
6/30/2021 23:50,7/1/2021 00:00,128
7/1/2021 00:00,7/1/2021 00:10,128
7/1/2021 00:10,7/1/2021 00:20,88
7/1/2021 00:20,7/1/2021 00:30,22
7/1/2021 00:30,7/1/2021 00:40,8
7/1/2021 00:40,7/1/2021 00:50,4
7/1/2021 00:50,7/1/2021 01:00,2
7/1/2021 01:00,7/1/2021 01:10,2
7/1/2021 01:10,7/1/2021 01:20,1
7/1/2021 01:20,7/1/2021 01:30,2
7/1/2021 01:30,7/1/2021 01:40,2
7/1/2021 01:40,7/1/2021 01:50,2
7/1/2021 01:50,7/1/2021 02:00,3
7/1/2021 02:00,7/1/2021 02:10,2
7/1/2021 02:10,7/1/2021 02:20,6
7/1/2021 02:20,7/1/2021 02:30,4
7/1/2021 02:30,7/1/2021 02:40,0
7/1/2021 02:40,7/1/2021 02:50,1
7/1/2021 02:50,7/1/2021 03:00,1
7/1/2021 03:00,7/1/2021 03:10,0
7/1/2021 03:10,7/1/2021 03:20,1
7/1/2021 03:20,7/1/2021 03:30,1
7/1/2021 03:30,7/1/2021 03:40,0
7/1/2021 03:40,7/1/2021 03:50,1
7/1/2021 03:50,7/1/2021 04:00,3
7/1/2021 04:00,7/1/2021 04:10,0
7/1/2021 04:10,7/1/2021 04:20,0
7/1/2021 04:20,7/1/2021 04:30,2
7/1/2021 04:30,7/1/2021 04:40,1
7/1/2021 04:40,7/1/2021 04:50,2
7/1/2021 04:50,7/1/2021 05:00,5
7/1/2021 05:00,7/1/2021 05:10,4
7/1/2021 05:10,7/1/2021 05:20,3
7/1/2021 05:20,7/1/2021 05:30,7
7/1/2021 05:30,7/1/2021 05:40,3
7/1/2021 05:40,7/1/2021 05:50,4
7/1/2021 05:50,7/1/2021 06:00,1
7/1/2021 06:00,7/1/2021 06:10,0
7/1/2021 06:10,7/1/2021 06:20,0
7/1/2021 06:20,7/1/2021 06:30,0
7/1/2021 06:30,7/1/2021 06:40,0
7/1/2021 06:40,7/1/2021 06:50,3
7/1/2021 06:50,7/1/2021 07:00,11
7/1/2021 07:00,7/1/2021 07:10,21
7/1/2021 07:10,7/1/2021 07:20,31
7/1/2021 07:20,7/1/2021 07:30,43
7/1/2021 07:30,7/1/2021 07:40,49
7/1/2021 07:40,7/1/2021 07:50,65
7/1/2021 07:50,7/1/2021 08:00,67
7/1/2021 08:00,7/1/2021 08:10,90
7/1/2021 08:10,7/1/2021 08:20,69
7/1/2021 08:20,7/1/2021 08:30,21
7/1/2021 08:30,7/1/2021 08:40,11
7/1/2021 08:40,7/1/2021 08:50,12
7/1/2021 08:50,7/1/2021 09:00,32
7/1/2021 09:00,7/1/2021 09:10,57
7/1/2021 09:10,7/1/2021 09:20,70
7/1/2021 09:20,7/1/2021 09:30,81
7/1/2021 09:30,7/1/2021 09:40,102
7/1/2021 09:40,7/1/2021 09:50,101
7/1/2021 09:50,7/1/2021 10:00,46
7/1/2021 10:00,7/1/2021 10:10,4
7/1/2021 10:10,7/1/2021 10:20,1
7/1/2021 10:20,7/1/2021 10:30,0
7/1/2021 10:30,7/1/2021 10:40,2
7/1/2021 10:40,7/1/2021 10:50,1
7/1/2021 10:50,7/1/2021 11:00,0
7/1/2021 11:00,7/1/2021 11:10,0
7/1/2021 11:10,7/1/2021 11:20,2
7/1/2021 11:20,7/1/2021 11:30,2
7/1/2021 11:30,7/1/2021 11:40,2
7/1/2021 11:40,7/1/2021 11:50,4
7/1/2021 11:50,7/1/2021 12:00,1
7/1/2021 12:00,7/1/2021 12:10,3
7/1/2021 12:10,7/1/2021 12:20,3
7/1/2021 12:20,7/1/2021 12:30,4
7/1/2021 12:30,7/1/2021 12:40,3
7/1/2021 12:40,7/1/2021 12:50,4
7/1/2021 12:50,7/1/2021 13:00,4
7/1/2021 13:00,7/1/2021 13:10,6
7/1/2021 13:10,7/1/2021 13:20,6
7/1/2021 13:20,7/1/2021 13:30,4
7/1/2021 13:30,7/1/2021 13:40,4
7/1/2021 13:40,7/1/2021 13:50,3
7/1/2021 13:50,7/1/2021 14:00,3
7/1/2021 14:00,7/1/2021 14:10,3
7/1/2021 14:10,7/1/2021 14:20,3
7/1/2021 14:20,7/1/2021 14:30,3
7/1/2021 14:30,7/1/2021 14:40,4
7/1/2021 14:40,7/1/2021 14:50,4
7/1/2021 14:50,7/1/2021 15:00,4
7/1/2021 15:00,7/1/2021 15:10,4
7/1/2021 15:10,7/1/2021 15:20,5
7/1/2021 15:20,7/1/2021 15:30,7
7/1/2021 15:30,7/1/2021 15:40,10
7/1/2021 15:40,7/1/2021 15:50,9
7/1/2021 15:50,7/1/2021 16:00,10
7/1/2021 16:00,7/1/2021 16:10,15
7/1/2021 16:10,7/1/2021 16:20,24
7/1/2021 16:20,7/1/2021 16:30,44
7/1/2021 16:30,7/1/2021 16:40,76
7/1/2021 16:40,7/1/2021 16:50,101
7/1/2021 16:50,7/1/2021 17:00,106
7/1/2021 17:00,7/1/2021 17:10,47
7/1/2021 17:10,7/1/2021 17:20,19
7/1/2021 17:20,7/1/2021 17:30,13
7/1/2021 17:30,7/1/2021 17:40,11
7/1/2021 17:40,7/1/2021 17:50,11
7/1/2021 17:50,7/1/2021 18:00,12
7/1/2021 18:00,7/1/2021 18:10,11
7/1/2021 18:10,7/1/2021 18:20,10
7/1/2021 18:20,7/1/2021 18:30,9
7/1/2021 18:30,7/1/2021 18:40,9
7/1/2021 18:40,7/1/2021 18:50,10
7/1/2021 18:50,7/1/2021 19:00,11
7/1/2021 19:00,7/1/2021 19:10,10
7/1/2021 19:10,7/1/2021 19:20,10
7/1/2021 19:20,7/1/2021 19:30,9
7/1/2021 19:30,7/1/2021 19:40,9
7/1/2021 19:40,7/1/2021 19:50,9
7/1/2021 19:50,7/1/2021 20:00,9
7/1/2021 20:00,7/1/2021 20:10,9
7/1/2021 20:10,7/1/2021 20:20,9
7/1/2021 20:20,7/1/2021 20:30,13
7/1/2021 20:30,7/1/2021 20:40,13
7/1/2021 20:40,7/1/2021 20:50,10
7/1/2021 20:50,7/1/2021 21:00,10
7/1/2021 21:00,7/1/2021 21:10,10
7/1/2021 21:10,7/1/2021 21:20,11
7/1/2021 21:20,7/1/2021 21:30,11
7/1/2021 21:30,7/1/2021 21:40,10
7/1/2021 21:40,7/1/2021 21:50,12
7/1/2021 21:50,7/1/2021 22:00,14
7/1/2021 22:00,7/1/2021 22:10,14
7/1/2021 22:10,7/1/2021 22:20,14
7/1/2021 22:20,7/1/2021 22:30,12
7/1/2021 22:30,7/1/2021 22:40,12
7/1/2021 22:40,7/1/2021 22:50,14
7/1/2021 22:50,7/1/2021 23:00,14
7/1/2021 23:00,7/1/2021 23:10,14
7/1/2021 23:10,7/1/2021 23:20,25
7/1/2021 23:20,7/1/2021 23:30,28
7/1/2021 23:30,7/1/2021 23:40,30
7/1/2021 23:40,7/1/2021 23:50,33
7/1/2021 23:50,7/2/2021 00:00,36
7/2/2021 00:00,7/2/2021 00:10,35
7/2/2021 00:10,7/2/2021 00:20,41
7/2/2021 00:20,7/2/2021 00:30,44
7/2/2021 00:30,7/2/2021 00:40,50
7/2/2021 00:40,7/2/2021 00:50,55
7/2/2021 00:50,7/2/2021 01:00,64
7/2/2021 01:00,7/2/2021 01:10,76
7/2/2021 01:10,7/2/2021 01:20,82
7/2/2021 01:20,7/2/2021 01:30,95
7/2/2021 01:30,7/2/2021 01:40,99
7/2/2021 01:40,7/2/2021 01:50,108
7/2/2021 01:50,7/2/2021 02:00,128
7/2/2021 02:00,7/2/2021 02:10,111
7/2/2021 02:10,7/2/2021 02:20,35
7/2/2021 02:20,7/2/2021 02:30,20
7/2/2021 02:30,7/2/2021 02:40,16
7/2/2021 02:40,7/2/2021 02:50,15
7/2/2021 02:50,7/2/2021 03:00,14
7/2/2021 03:00,7/2/2021 03:10,14
7/2/2021 03:10,7/2/2021 03:20,13
7/2/2021 03:20,7/2/2021 03:30,14
7/2/2021 03:30,7/2/2021 03:40,16
7/2/2021 03:40,7/2/2021 03:50,14
7/2/2021 03:50,7/2/2021 04:00,12
7/2/2021 04:00,7/2/2021 04:10,0
7/2/2021 04:10,7/2/2021 04:20,0
7/2/2021 04:20,7/2/2021 04:30,2
7/2/2021 04:30,7/2/2021 04:40,4
7/2/2021 04:40,7/2/2021 04:50,18
7/2/2021 04:50,7/2/2021 05:00,33
7/2/2021 05:00,7/2/2021 05:10,45
7/2/2021 05:10,7/2/2021 05:20,57
7/2/2021 05:20,7/2/2021 05:30,67
7/2/2021 05:30,7/2/2021 05:40,80
7/2/2021 05:40,7/2/2021 05:50,43
7/2/2021 05:50,7/2/2021 06:00,2
7/2/2021 06:00,7/2/2021 06:10,2
7/2/2021 06:10,7/2/2021 06:20,4
7/2/2021 06:20,7/2/2021 06:30,6
7/2/2021 06:30,7/2/2021 06:40,11
7/2/2021 06:40,7/2/2021 06:50,20
7/2/2021 06:50,7/2/2021 07:00,30
7/2/2021 07:00,7/2/2021 07:10,38
7/2/2021 07:10,7/2/2021 07:20,46
7/2/2021 07:20,7/2/2021 07:30,59
7/2/2021 07:30,7/2/2021 07:40,53
7/2/2021 07:40,7/2/2021 07:50,25
7/2/2021 07:50,7/2/2021 08:00,5
7/2/2021 08:00,7/2/2021 08:10,4
7/2/2021 08:10,7/2/2021 08:20,4
7/2/2021 08:20,7/2/2021 08:30,11
7/2/2021 08:30,7/2/2021 08:40,20
