From,To,Sala A5-A7: Fill Level
6/24/2021 06:40,6/24/2021 06:50,3
6/24/2021 06:50,6/24/2021 07:00,3
6/24/2021 07:00,6/24/2021 07:10,3
6/24/2021 07:10,6/24/2021 07:20,3
6/24/2021 07:20,6/24/2021 07:30,3
6/24/2021 07:30,6/24/2021 07:40,3
6/24/2021 07:40,6/24/2021 07:50,2
6/24/2021 07:50,6/24/2021 08:00,3
6/24/2021 08:00,6/24/2021 08:10,3
6/24/2021 08:10,6/24/2021 08:20,5
6/24/2021 08:20,6/24/2021 08:30,6
6/24/2021 08:30,6/24/2021 08:40,9
6/24/2021 08:40,6/24/2021 08:50,9
6/24/2021 08:50,6/24/2021 09:00,7
6/24/2021 09:00,6/24/2021 09:10,9
6/24/2021 09:10,6/24/2021 09:20,17
6/24/2021 09:20,6/24/2021 09:30,16
6/24/2021 09:30,6/24/2021 09:40,23
6/24/2021 09:40,6/24/2021 09:50,26
6/24/2021 09:50,6/24/2021 10:00,30
6/24/2021 10:00,6/24/2021 10:10,35
6/24/2021 10:10,6/24/2021 10:20,42
6/24/2021 10:20,6/24/2021 10:30,46
6/24/2021 10:30,6/24/2021 10:40,53
6/24/2021 10:40,6/24/2021 10:50,57
6/24/2021 10:50,6/24/2021 11:00,15
6/24/2021 11:00,6/24/2021 11:10,16
6/24/2021 11:10,6/24/2021 11:20,16
6/24/2021 11:20,6/24/2021 11:30,15
6/24/2021 11:30,6/24/2021 11:40,17
6/24/2021 11:40,6/24/2021 11:50,22
6/24/2021 11:50,6/24/2021 12:00,29
6/24/2021 12:00,6/24/2021 12:10,33
6/24/2021 12:10,6/24/2021 12:20,39
6/24/2021 12:20,6/24/2021 12:30,39
6/24/2021 12:30,6/24/2021 12:40,45
6/24/2021 12:40,6/24/2021 12:50,56
6/24/2021 12:50,6/24/2021 13:00,73
6/24/2021 13:00,6/24/2021 13:10,97
6/24/2021 13:10,6/24/2021 13:20,109
6/24/2021 13:20,6/24/2021 13:30,93
6/24/2021 13:30,6/24/2021 13:40,37
6/24/2021 13:40,6/24/2021 13:50,13
6/24/2021 13:50,6/24/2021 14:00,9
6/24/2021 14:00,6/24/2021 14:10,3
6/24/2021 14:10,6/24/2021 14:20,1
6/24/2021 14:20,6/24/2021 14:30,1
6/24/2021 14:30,6/24/2021 14:40,3
6/24/2021 14:40,6/24/2021 14:50,2
6/24/2021 14:50,6/24/2021 15:00,1
6/24/2021 15:00,6/24/2021 15:10,2
6/24/2021 15:10,6/24/2021 15:20,1
6/24/2021 15:20,6/24/2021 15:30,1
6/24/2021 15:30,6/24/2021 15:40,3
6/24/2021 15:40,6/24/2021 15:50,0
6/24/2021 15:50,6/24/2021 16:00,1
6/24/2021 16:00,6/24/2021 16:10,4
6/24/2021 16:10,6/24/2021 16:20,2
6/24/2021 16:20,6/24/2021 16:30,1
6/24/2021 16:30,6/24/2021 16:40,1
6/24/2021 16:40,6/24/2021 16:50,4
6/24/2021 16:50,6/24/2021 17:00,3
6/24/2021 17:00,6/24/2021 17:10,3
6/24/2021 17:10,6/24/2021 17:20,4
6/24/2021 17:20,6/24/2021 17:30,4
6/24/2021 17:30,6/24/2021 17:40,3
6/24/2021 17:40,6/24/2021 17:50,3
6/24/2021 17:50,6/24/2021 18:00,3
6/24/2021 18:00,6/24/2021 18:10,3
6/24/2021 18:10,6/24/2021 18:20,3
6/24/2021 18:20,6/24/2021 18:30,4
6/24/2021 18:30,6/24/2021 18:40,3
6/24/2021 18:40,6/24/2021 18:50,3
6/24/2021 18:50,6/24/2021 19:00,3
6/24/2021 19:00,6/24/2021 19:10,3
6/24/2021 19:10,6/24/2021 19:20,4
6/24/2021 19:20,6/24/2021 19:30,4
6/24/2021 19:30,6/24/2021 19:40,4
6/24/2021 19:40,6/24/2021 19:50,4
6/24/2021 19:50,6/24/2021 20:00,4
6/24/2021 20:00,6/24/2021 20:10,4
6/24/2021 20:10,6/24/2021 20:20,4
6/24/2021 20:20,6/24/2021 20:30,3
6/24/2021 20:30,6/24/2021 20:40,4
6/24/2021 20:40,6/24/2021 20:50,7
6/24/2021 20:50,6/24/2021 21:00,10
6/24/2021 21:00,6/24/2021 21:10,11
6/24/2021 21:10,6/24/2021 21:20,13
6/24/2021 21:20,6/24/2021 21:30,14
6/24/2021 21:30,6/24/2021 21:40,16
6/24/2021 21:40,6/24/2021 21:50,22
6/24/2021 21:50,6/24/2021 22:00,26
6/24/2021 22:00,6/24/2021 22:10,27
6/24/2021 22:10,6/24/2021 22:20,29
6/24/2021 22:20,6/24/2021 22:30,33
6/24/2021 22:30,6/24/2021 22:40,31
6/24/2021 22:40,6/24/2021 22:50,47
6/24/2021 22:50,6/24/2021 23:00,59
6/24/2021 23:00,6/24/2021 23:10,72
6/24/2021 23:10,6/24/2021 23:20,80
6/24/2021 23:20,6/24/2021 23:30,88
6/24/2021 23:30,6/24/2021 23:40,102
6/24/2021 23:40,6/24/2021 23:50,121
6/24/2021 23:50,6/25/2021 00:00,84
6/25/2021 00:00,6/25/2021 00:10,20
6/25/2021 00:10,6/25/2021 00:20,12
6/25/2021 00:20,6/25/2021 00:30,8
6/25/2021 00:30,6/25/2021 00:40,6
6/25/2021 00:40,6/25/2021 00:50,7
6/25/2021 00:50,6/25/2021 01:00,9
6/25/2021 01:00,6/25/2021 01:10,9
6/25/2021 01:10,6/25/2021 01:20,10
6/25/2021 01:20,6/25/2021 01:30,12
6/25/2021 01:30,6/25/2021 01:40,12
6/25/2021 01:40,6/25/2021 01:50,8
6/25/2021 01:50,6/25/2021 02:00,11
6/25/2021 02:00,6/25/2021 02:10,13
6/25/2021 02:10,6/25/2021 02:20,18
6/25/2021 02:20,6/25/2021 02:30,18
6/25/2021 02:30,6/25/2021 02:40,14
6/25/2021 02:40,6/25/2021 02:50,18
6/25/2021 02:50,6/25/2021 03:00,17
6/25/2021 03:00,6/25/2021 03:10,17
6/25/2021 03:10,6/25/2021 03:20,19
6/25/2021 03:20,6/25/2021 03:30,23
6/25/2021 03:30,6/25/2021 03:40,26
6/25/2021 03:40,6/25/2021 03:50,44
6/25/2021 03:50,6/25/2021 04:00,55
6/25/2021 04:00,6/25/2021 04:10,1
6/25/2021 04:10,6/25/2021 04:20,4
6/25/2021 04:20,6/25/2021 04:30,3
6/25/2021 04:30,6/25/2021 04:40,1
6/25/2021 04:40,6/25/2021 04:50,2
6/25/2021 04:50,6/25/2021 05:00,1
6/25/2021 05:00,6/25/2021 05:10,1
6/25/2021 05:10,6/25/2021 05:20,6
6/25/2021 05:20,6/25/2021 05:30,14
6/25/2021 05:30,6/25/2021 05:40,20
6/25/2021 05:40,6/25/2021 05:50,35
6/25/2021 05:50,6/25/2021 06:00,51
6/25/2021 06:00,6/25/2021 06:10,53
6/25/2021 06:10,6/25/2021 06:20,9
6/25/2021 06:20,6/25/2021 06:30,4
6/25/2021 06:30,6/25/2021 06:40,2
6/25/2021 06:40,6/25/2021 06:50,1
6/25/2021 06:50,6/25/2021 07:00,2
6/25/2021 07:00,6/25/2021 07:10,6
6/25/2021 07:10,6/25/2021 07:20,3
6/25/2021 07:20,6/25/2021 07:30,5
6/25/2021 07:30,6/25/2021 07:40,12
6/25/2021 07:40,6/25/2021 07:50,57
6/25/2021 07:50,6/25/2021 08:00,65
6/25/2021 08:00,6/25/2021 08:10,78
6/25/2021 08:10,6/25/2021 08:20,71
6/25/2021 08:20,6/25/2021 08:30,61
6/25/2021 08:30,6/25/2021 08:40,59
6/25/2021 08:40,6/25/2021 08:50,61
6/25/2021 08:50,6/25/2021 09:00,64
6/25/2021 09:00,6/25/2021 09:10,66
6/25/2021 09:10,6/25/2021 09:20,74
6/25/2021 09:20,6/25/2021 09:30,71
6/25/2021 09:30,6/25/2021 09:40,66
6/25/2021 09:40,6/25/2021 09:50,65
6/25/2021 09:50,6/25/2021 10:00,58
6/25/2021 10:00,6/25/2021 10:10,51
6/25/2021 10:10,6/25/2021 10:20,53
6/25/2021 10:20,6/25/2021 10:30,59
6/25/2021 10:30,6/25/2021 10:40,59
6/25/2021 10:40,6/25/2021 10:50,46
6/25/2021 10:50,6/25/2021 11:00,0
6/25/2021 11:00,6/25/2021 11:10,0
6/25/2021 11:10,6/25/2021 11:20,0
6/25/2021 11:20,6/25/2021 11:30,0
6/25/2021 11:30,6/25/2021 11:40,1
6/25/2021 11:40,6/25/2021 11:50,0
6/25/2021 11:50,6/25/2021 12:00,0
6/25/2021 12:00,6/25/2021 12:10,0
6/25/2021 12:10,6/25/2021 12:20,0
6/25/2021 12:20,6/25/2021 12:30,0
6/25/2021 12:30,6/25/2021 12:40,0
6/25/2021 12:40,6/25/2021 12:50,0
6/25/2021 12:50,6/25/2021 13:00,2
6/25/2021 13:00,6/25/2021 13:10,2
6/25/2021 13:10,6/25/2021 13:20,2
6/25/2021 13:20,6/25/2021 13:30,3
6/25/2021 13:30,6/25/2021 13:40,1
6/25/2021 13:40,6/25/2021 13:50,2
6/25/2021 13:50,6/25/2021 14:00,3
6/25/2021 14:00,6/25/2021 14:10,5
6/25/2021 14:10,6/25/2021 14:20,12
6/25/2021 14:20,6/25/2021 14:30,17
6/25/2021 14:30,6/25/2021 14:40,65
6/25/2021 14:40,6/25/2021 14:50,133
6/25/2021 14:50,6/25/2021 15:00,144
6/25/2021 15:00,6/25/2021 15:10,154
6/25/2021 15:10,6/25/2021 15:20,159
6/25/2021 15:20,6/25/2021 15:30,69
6/25/2021 15:30,6/25/2021 15:40,4
6/25/2021 15:40,6/25/2021 15:50,1
6/25/2021 15:50,6/25/2021 16:00,3
6/25/2021 16:00,6/25/2021 16:10,1
6/25/2021 16:10,6/25/2021 16:20,3
6/25/2021 16:20,6/25/2021 16:30,4
6/25/2021 16:30,6/25/2021 16:40,5
6/25/2021 16:40,6/25/2021 16:50,2
6/25/2021 16:50,6/25/2021 17:00,3
6/25/2021 17:00,6/25/2021 17:10,3
6/25/2021 17:10,6/25/2021 17:20,9
6/25/2021 17:20,6/25/2021 17:30,10
6/25/2021 17:30,6/25/2021 17:40,16
6/25/2021 17:40,6/25/2021 17:50,18
6/25/2021 17:50,6/25/2021 18:00,22
6/25/2021 18:00,6/25/2021 18:10,27
6/25/2021 18:10,6/25/2021 18:20,29
6/25/2021 18:20,6/25/2021 18:30,31
6/25/2021 18:30,6/25/2021 18:40,37
6/25/2021 18:40,6/25/2021 18:50,49
6/25/2021 18:50,6/25/2021 19:00,60
6/25/2021 19:00,6/25/2021 19:10,62
6/25/2021 19:10,6/25/2021 19:20,35
6/25/2021 19:20,6/25/2021 19:30,12
6/25/2021 19:30,6/25/2021 19:40,8
6/25/2021 19:40,6/25/2021 19:50,3
6/25/2021 19:50,6/25/2021 20:00,1
6/25/2021 20:00,6/25/2021 20:10,8
6/25/2021 20:10,6/25/2021 20:20,11
6/25/2021 20:20,6/25/2021 20:30,8
6/25/2021 20:30,6/25/2021 20:40,1
6/25/2021 20:40,6/25/2021 20:50,3
6/25/2021 20:50,6/25/2021 21:00,7
6/25/2021 21:00,6/25/2021 21:10,6
6/25/2021 21:10,6/25/2021 21:20,5
6/25/2021 21:20,6/25/2021 21:30,7
6/25/2021 21:30,6/25/2021 21:40,15
6/25/2021 21:40,6/25/2021 21:50,23
6/25/2021 21:50,6/25/2021 22:00,26
6/25/2021 22:00,6/25/2021 22:10,28
6/25/2021 22:10,6/25/2021 22:20,44
6/25/2021 22:20,6/25/2021 22:30,54
6/25/2021 22:30,6/25/2021 22:40,59
6/25/2021 22:40,6/25/2021 22:50,66
6/25/2021 22:50,6/25/2021 23:00,75
6/25/2021 23:00,6/25/2021 23:10,80
6/25/2021 23:10,6/25/2021 23:20,101
6/25/2021 23:20,6/25/2021 23:30,107
6/25/2021 23:30,6/25/2021 23:40,111
6/25/2021 23:40,6/25/2021 23:50,54
6/25/2021 23:50,6/26/2021 00:00,10
6/26/2021 00:00,6/26/2021 00:10,8
6/26/2021 00:10,6/26/2021 00:20,7
6/26/2021 00:20,6/26/2021 00:30,6
6/26/2021 00:30,6/26/2021 00:40,0
6/26/2021 00:40,6/26/2021 00:50,0
6/26/2021 00:50,6/26/2021 01:00,1
6/26/2021 01:00,6/26/2021 01:10,2
6/26/2021 01:10,6/26/2021 01:20,2
6/26/2021 01:20,6/26/2021 01:30,2
6/26/2021 01:30,6/26/2021 01:40,2
6/26/2021 01:40,6/26/2021 01:50,2
6/26/2021 01:50,6/26/2021 02:00,0
6/26/2021 02:00,6/26/2021 02:10,0
6/26/2021 02:10,6/26/2021 02:20,0
6/26/2021 02:20,6/26/2021 02:30,0
6/26/2021 02:30,6/26/2021 02:40,0
6/26/2021 02:40,6/26/2021 02:50,1
6/26/2021 02:50,6/26/2021 03:00,1
6/26/2021 03:00,6/26/2021 03:10,1
6/26/2021 03:10,6/26/2021 03:20,2
6/26/2021 03:20,6/26/2021 03:30,1
6/26/2021 03:30,6/26/2021 03:40,2
6/26/2021 03:40,6/26/2021 03:50,2
6/26/2021 03:50,6/26/2021 04:00,2
6/26/2021 04:00,6/26/2021 04:10,0
6/26/2021 04:10,6/26/2021 04:20,1
6/26/2021 04:20,6/26/2021 04:30,1
6/26/2021 04:30,6/26/2021 04:40,1
6/26/2021 04:40,6/26/2021 04:50,3
6/26/2021 04:50,6/26/2021 05:00,2
6/26/2021 05:00,6/26/2021 05:10,2
6/26/2021 05:10,6/26/2021 05:20,2
6/26/2021 05:20,6/26/2021 05:30,5
6/26/2021 05:30,6/26/2021 05:40,1
6/26/2021 05:40,6/26/2021 05:50,0
6/26/2021 05:50,6/26/2021 06:00,1
6/26/2021 06:00,6/26/2021 06:10,4
6/26/2021 06:10,6/26/2021 06:20,5
6/26/2021 06:20,6/26/2021 06:30,5
6/26/2021 06:30,6/26/2021 06:40,5
6/26/2021 06:40,6/26/2021 06:50,7
6/26/2021 06:50,6/26/2021 07:00,8
6/26/2021 07:00,6/26/2021 07:10,11
6/26/2021 07:10,6/26/2021 07:20,16
6/26/2021 07:20,6/26/2021 07:30,19
6/26/2021 07:30,6/26/2021 07:40,21
6/26/2021 07:40,6/26/2021 07:50,23
6/26/2021 07:50,6/26/2021 08:00,26
6/26/2021 08:00,6/26/2021 08:10,29
6/26/2021 08:10,6/26/2021 08:20,32
6/26/2021 08:20,6/26/2021 08:30,40
6/26/2021 08:30,6/26/2021 08:40,53
6/26/2021 08:40,6/26/2021 08:50,67
6/26/2021 08:50,6/26/2021 09:00,61
6/26/2021 09:00,6/26/2021 09:10,16
6/26/2021 09:10,6/26/2021 09:20,10
6/26/2021 09:20,6/26/2021 09:30,4
6/26/2021 09:30,6/26/2021 09:40,2
6/26/2021 09:40,6/26/2021 09:50,0
6/26/2021 09:50,6/26/2021 10:00,0
6/26/2021 10:00,6/26/2021 10:10,1
6/26/2021 10:10,6/26/2021 10:20,0
6/26/2021 10:20,6/26/2021 10:30,0
6/26/2021 10:30,6/26/2021 10:40,1
6/26/2021 10:40,6/26/2021 10:50,2
6/26/2021 10:50,6/26/2021 11:00,1
6/26/2021 11:00,6/26/2021 11:10,8
6/26/2021 11:10,6/26/2021 11:20,11
6/26/2021 11:20,6/26/2021 11:30,11
6/26/2021 11:30,6/26/2021 11:40,14
6/26/2021 11:40,6/26/2021 11:50,20
6/26/2021 11:50,6/26/2021 12:00,28
6/26/2021 12:00,6/26/2021 12:10,32
6/26/2021 12:10,6/26/2021 12:20,33
6/26/2021 12:20,6/26/2021 12:30,49
6/26/2021 12:30,6/26/2021 12:40,55
6/26/2021 12:40,6/26/2021 12:50,55
6/26/2021 12:50,6/26/2021 13:00,66
6/26/2021 13:00,6/26/2021 13:10,85
6/26/2021 13:10,6/26/2021 13:20,86
6/26/2021 13:20,6/26/2021 13:30,63
6/26/2021 13:30,6/26/2021 13:40,11
6/26/2021 13:40,6/26/2021 13:50,8
6/26/2021 13:50,6/26/2021 14:00,3
6/26/2021 14:00,6/26/2021 14:10,1
6/26/2021 14:10,6/26/2021 14:20,0
6/26/2021 14:20,6/26/2021 14:30,0
6/26/2021 14:30,6/26/2021 14:40,0
6/26/2021 14:40,6/26/2021 14:50,0
6/26/2021 14:50,6/26/2021 15:00,0
6/26/2021 15:00,6/26/2021 15:10,1
6/26/2021 15:10,6/26/2021 15:20,0
6/26/2021 15:20,6/26/2021 15:30,1
6/26/2021 15:30,6/26/2021 15:40,1
6/26/2021 15:40,6/26/2021 15:50,2
6/26/2021 15:50,6/26/2021 16:00,3
6/26/2021 16:00,6/26/2021 16:10,0
6/26/2021 16:10,6/26/2021 16:20,0
6/26/2021 16:20,6/26/2021 16:30,0
6/26/2021 16:30,6/26/2021 16:40,0
6/26/2021 16:40,6/26/2021 16:50,0
6/26/2021 16:50,6/26/2021 17:00,0
6/26/2021 17:00,6/26/2021 17:10,3
6/26/2021 17:10,6/26/2021 17:20,1
6/26/2021 17:20,6/26/2021 17:30,1
6/26/2021 17:30,6/26/2021 17:40,1
6/26/2021 17:40,6/26/2021 17:50,1
6/26/2021 17:50,6/26/2021 18:00,1
6/26/2021 18:00,6/26/2021 18:10,1
6/26/2021 18:10,6/26/2021 18:20,1
6/26/2021 18:20,6/26/2021 18:30,1
6/26/2021 18:30,6/26/2021 18:40,1
6/26/2021 18:40,6/26/2021 18:50,1
6/26/2021 18:50,6/26/2021 19:00,1
6/26/2021 19:00,6/26/2021 19:10,1
6/26/2021 19:10,6/26/2021 19:20,1
6/26/2021 19:20,6/26/2021 19:30,1
6/26/2021 19:30,6/26/2021 19:40,0
6/26/2021 19:40,6/26/2021 19:50,0
6/26/2021 19:50,6/26/2021 20:00,0
6/26/2021 20:00,6/26/2021 20:10,0
6/26/2021 20:10,6/26/2021 20:20,0
6/26/2021 20:20,6/26/2021 20:30,0
6/26/2021 20:30,6/26/2021 20:40,0
6/26/2021 20:40,6/26/2021 20:50,1
6/26/2021 20:50,6/26/2021 21:00,4
6/26/2021 21:00,6/26/2021 21:10,6
6/26/2021 21:10,6/26/2021 21:20,9
6/26/2021 21:20,6/26/2021 21:30,15
6/26/2021 21:30,6/26/2021 21:40,19
6/26/2021 21:40,6/26/2021 21:50,29
6/26/2021 21:50,6/26/2021 22:00,35
6/26/2021 22:00,6/26/2021 22:10,36
6/26/2021 22:10,6/26/2021 22:20,49
6/26/2021 22:20,6/26/2021 22:30,64
6/26/2021 22:30,6/26/2021 22:40,77
6/26/2021 22:40,6/26/2021 22:50,87
6/26/2021 22:50,6/26/2021 23:00,96
6/26/2021 23:00,6/26/2021 23:10,120
6/26/2021 23:10,6/26/2021 23:20,102
6/26/2021 23:20,6/26/2021 23:30,34
6/26/2021 23:30,6/26/2021 23:40,19
6/26/2021 23:40,6/26/2021 23:50,17
6/26/2021 23:50,6/27/2021 00:00,9
6/27/2021 00:00,6/27/2021 00:10,6
6/27/2021 00:10,6/27/2021 00:20,5
6/27/2021 00:20,6/27/2021 00:30,4
6/27/2021 00:30,6/27/2021 00:40,3
6/27/2021 00:40,6/27/2021 00:50,4
6/27/2021 00:50,6/27/2021 01:00,4
6/27/2021 01:00,6/27/2021 01:10,5
6/27/2021 01:10,6/27/2021 01:20,3
6/27/2021 01:20,6/27/2021 01:30,10
6/27/2021 01:30,6/27/2021 01:40,12
6/27/2021 01:40,6/27/2021 01:50,11
6/27/2021 01:50,6/27/2021 02:00,9
6/27/2021 02:00,6/27/2021 02:10,6
6/27/2021 02:10,6/27/2021 02:20,4
6/27/2021 02:20,6/27/2021 02:30,4
6/27/2021 02:30,6/27/2021 02:40,2
6/27/2021 02:40,6/27/2021 02:50,5
6/27/2021 02:50,6/27/2021 03:00,10
6/27/2021 03:00,6/27/2021 03:10,16
6/27/2021 03:10,6/27/2021 03:20,25
6/27/2021 03:20,6/27/2021 03:30,30
6/27/2021 03:30,6/27/2021 03:40,34
6/27/2021 03:40,6/27/2021 03:50,41
6/27/2021 03:50,6/27/2021 04:00,50
6/27/2021 04:00,6/27/2021 04:10,3
6/27/2021 04:10,6/27/2021 04:20,4
6/27/2021 04:20,6/27/2021 04:30,1
6/27/2021 04:30,6/27/2021 04:40,1
6/27/2021 04:40,6/27/2021 04:50,1
6/27/2021 04:50,6/27/2021 05:00,0
6/27/2021 05:00,6/27/2021 05:10,2
6/27/2021 05:10,6/27/2021 05:20,1
6/27/2021 05:20,6/27/2021 05:30,1
6/27/2021 05:30,6/27/2021 05:40,2
6/27/2021 05:40,6/27/2021 05:50,2
6/27/2021 05:50,6/27/2021 06:00,2
6/27/2021 06:00,6/27/2021 06:10,2
6/27/2021 06:10,6/27/2021 06:20,3
6/27/2021 06:20,6/27/2021 06:30,4
6/27/2021 06:30,6/27/2021 06:40,5
6/27/2021 06:40,6/27/2021 06:50,17
6/27/2021 06:50,6/27/2021 07:00,32
6/27/2021 07:00,6/27/2021 07:10,54
6/27/2021 07:10,6/27/2021 07:20,66
6/27/2021 07:20,6/27/2021 07:30,80
6/27/2021 07:30,6/27/2021 07:40,31
6/27/2021 07:40,6/27/2021 07:50,11
6/27/2021 07:50,6/27/2021 08:00,12
6/27/2021 08:00,6/27/2021 08:10,13
6/27/2021 08:10,6/27/2021 08:20,38
6/27/2021 08:20,6/27/2021 08:30,44
6/27/2021 08:30,6/27/2021 08:40,63
6/27/2021 08:40,6/27/2021 08:50,79
6/27/2021 08:50,6/27/2021 09:00,85
6/27/2021 09:00,6/27/2021 09:10,50
6/27/2021 09:10,6/27/2021 09:20,17
6/27/2021 09:20,6/27/2021 09:30,18
6/27/2021 09:30,6/27/2021 09:40,16
6/27/2021 09:40,6/27/2021 09:50,15
6/27/2021 09:50,6/27/2021 10:00,15
6/27/2021 10:00,6/27/2021 10:10,13
6/27/2021 10:10,6/27/2021 10:20,16
6/27/2021 10:20,6/27/2021 10:30,14
6/27/2021 10:30,6/27/2021 10:40,14
6/27/2021 10:40,6/27/2021 10:50,13
6/27/2021 10:50,6/27/2021 11:00,14
6/27/2021 11:00,6/27/2021 11:10,15
6/27/2021 11:10,6/27/2021 11:20,16
6/27/2021 11:20,6/27/2021 11:30,18
6/27/2021 11:30,6/27/2021 11:40,21
6/27/2021 11:40,6/27/2021 11:50,23
6/27/2021 11:50,6/27/2021 12:00,35
6/27/2021 12:00,6/27/2021 12:10,37
6/27/2021 12:10,6/27/2021 12:20,46
6/27/2021 12:20,6/27/2021 12:30,52
6/27/2021 12:30,6/27/2021 12:40,53
6/27/2021 12:40,6/27/2021 12:50,62
6/27/2021 12:50,6/27/2021 13:00,76
6/27/2021 13:00,6/27/2021 13:10,87
6/27/2021 13:10,6/27/2021 13:20,94
6/27/2021 13:20,6/27/2021 13:30,41
6/27/2021 13:30,6/27/2021 13:40,30
6/27/2021 13:40,6/27/2021 13:50,25
6/27/2021 13:50,6/27/2021 14:00,18
6/27/2021 14:00,6/27/2021 14:10,14
6/27/2021 14:10,6/27/2021 14:20,13
6/27/2021 14:20,6/27/2021 14:30,14
6/27/2021 14:30,6/27/2021 14:40,12
6/27/2021 14:40,6/27/2021 14:50,12
6/27/2021 14:50,6/27/2021 15:00,12
6/27/2021 15:00,6/27/2021 15:10,12
6/27/2021 15:10,6/27/2021 15:20,12
6/27/2021 15:20,6/27/2021 15:30,12
6/27/2021 15:30,6/27/2021 15:40,14
6/27/2021 15:40,6/27/2021 15:50,17
6/27/2021 15:50,6/27/2021 16:00,20
6/27/2021 16:00,6/27/2021 16:10,19
6/27/2021 16:10,6/27/2021 16:20,19
6/27/2021 16:20,6/27/2021 16:30,20
6/27/2021 16:30,6/27/2021 16:40,21
6/27/2021 16:40,6/27/2021 16:50,21
6/27/2021 16:50,6/27/2021 17:00,20
6/27/2021 17:00,6/27/2021 17:10,26
6/27/2021 17:10,6/27/2021 17:20,25
6/27/2021 17:20,6/27/2021 17:30,29
6/27/2021 17:30,6/27/2021 17:40,31
6/27/2021 17:40,6/27/2021 17:50,46
6/27/2021 17:50,6/27/2021 18:00,54
6/27/2021 18:00,6/27/2021 18:10,81
6/27/2021 18:10,6/27/2021 18:20,89
6/27/2021 18:20,6/27/2021 18:30,68
6/27/2021 18:30,6/27/2021 18:40,30
6/27/2021 18:40,6/27/2021 18:50,19
6/27/2021 18:50,6/27/2021 19:00,18
6/27/2021 19:00,6/27/2021 19:10,16
6/27/2021 19:10,6/27/2021 19:20,13
6/27/2021 19:20,6/27/2021 19:30,11
6/27/2021 19:30,6/27/2021 19:40,11
6/27/2021 19:40,6/27/2021 19:50,11
6/27/2021 19:50,6/27/2021 20:00,12
6/27/2021 20:00,6/27/2021 20:10,12
6/27/2021 20:10,6/27/2021 20:20,12
6/27/2021 20:20,6/27/2021 20:30,12
6/27/2021 20:30,6/27/2021 20:40,12
6/27/2021 20:40,6/27/2021 20:50,13
6/27/2021 20:50,6/27/2021 21:00,12
6/27/2021 21:00,6/27/2021 21:10,13
6/27/2021 21:10,6/27/2021 21:20,16
6/27/2021 21:20,6/27/2021 21:30,18
6/27/2021 21:30,6/27/2021 21:40,20
6/27/2021 21:40,6/27/2021 21:50,20
6/27/2021 21:50,6/27/2021 22:00,24
6/27/2021 22:00,6/27/2021 22:10,32
6/27/2021 22:10,6/27/2021 22:20,40
6/27/2021 22:20,6/27/2021 22:30,48
6/27/2021 22:30,6/27/2021 22:40,57
6/27/2021 22:40,6/27/2021 22:50,62
6/27/2021 22:50,6/27/2021 23:00,81
6/27/2021 23:00,6/27/2021 23:10,97
6/27/2021 23:10,6/27/2021 23:20,110
6/27/2021 23:20,6/27/2021 23:30,107
6/27/2021 23:30,6/27/2021 23:40,71
6/27/2021 23:40,6/27/2021 23:50,27
6/27/2021 23:50,6/28/2021 00:00,21
6/28/2021 00:00,6/28/2021 00:10,17
6/28/2021 00:10,6/28/2021 00:20,16
6/28/2021 00:20,6/28/2021 00:30,16
6/28/2021 00:30,6/28/2021 00:40,15
6/28/2021 00:40,6/28/2021 00:50,14
6/28/2021 00:50,6/28/2021 01:00,14
6/28/2021 01:00,6/28/2021 01:10,16
6/28/2021 01:10,6/28/2021 01:20,14
6/28/2021 01:20,6/28/2021 01:30,16
6/28/2021 01:30,6/28/2021 01:40,16
6/28/2021 01:40,6/28/2021 01:50,16
6/28/2021 01:50,6/28/2021 02:00,17
6/28/2021 02:00,6/28/2021 02:10,15
6/28/2021 02:10,6/28/2021 02:20,15
6/28/2021 02:20,6/28/2021 02:30,16
6/28/2021 02:30,6/28/2021 02:40,17
6/28/2021 02:40,6/28/2021 02:50,18
6/28/2021 02:50,6/28/2021 03:00,19
6/28/2021 03:00,6/28/2021 03:10,22
6/28/2021 03:10,6/28/2021 03:20,27
6/28/2021 03:20,6/28/2021 03:30,36
6/28/2021 03:30,6/28/2021 03:40,47
6/28/2021 03:40,6/28/2021 03:50,61
6/28/2021 03:50,6/28/2021 04:00,65
6/28/2021 04:00,6/28/2021 04:10,0
6/28/2021 04:10,6/28/2021 04:20,0
6/28/2021 04:20,6/28/2021 04:30,0
6/28/2021 04:30,6/28/2021 04:40,0
6/28/2021 04:40,6/28/2021 04:50,1
6/28/2021 04:50,6/28/2021 05:00,3
6/28/2021 05:00,6/28/2021 05:10,3
6/28/2021 05:10,6/28/2021 05:20,11
6/28/2021 05:20,6/28/2021 05:30,19
6/28/2021 05:30,6/28/2021 05:40,30
6/28/2021 05:40,6/28/2021 05:50,40
6/28/2021 05:50,6/28/2021 06:00,49
6/28/2021 06:00,6/28/2021 06:10,54
6/28/2021 06:10,6/28/2021 06:20,82
6/28/2021 06:20,6/28/2021 06:30,101
6/28/2021 06:30,6/28/2021 06:40,61
6/28/2021 06:40,6/28/2021 06:50,20
6/28/2021 06:50,6/28/2021 07:00,17
6/28/2021 07:00,6/28/2021 07:10,22
6/28/2021 07:10,6/28/2021 07:20,23
6/28/2021 07:20,6/28/2021 07:30,27
6/28/2021 07:30,6/28/2021 07:40,31
